Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
5010,1931.08.18,1931,Unprovoked,USA,Texas,Off Brownsville,Swimming,M,,Minor injury,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,0,,Aug,US,,39.7837304,-100.445882
5011,1931.08.06,1931,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,,Survived,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,0,,Aug,US,,39.7837304,-100.445882
5012,1931.08.01,1931,Unprovoked,Australia,Queensland,Port Douglas,Fell?,M,,FATAL,Y,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,1,,Aug,AU,OC,-24.7761086,134.755
5013,1931.07.28,1931,Unprovoked,Fiji,Viti Levu Island,Tamavua River,Swimming,M,,Multiple injuries ,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),small sharks,0,,Jul,FJ,OC,-18.1239696,179.0122737
5014,1931.07.15,1931,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,M,,Nipped on leg,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,0,,Jul,US,,39.7837304,-100.445882
5015,1931.06.14,1931,Unprovoked,USA,Hawaii,"Pearl Harbor, O'ahu","Fishing,",M,,Survived,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,0,,Jun,US,,39.7837304,-100.445882
5016,1931.06.13,1931,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Gaffing&,M,,Tip of finger amputated PROVOKED INCIDENT,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),"Tiger shark, ",0,tiger shark,Jun,US,,39.7837304,-100.445882
5017,1931.06.04,1931,Unprovoked,USA,Florida,"Key West, Monroe County ",Crabbing,M,,Lacerations to fingers,N,FATAL  (Wire netting installed at local beac:es after t:is incident.), shark,0,,Jun,US,,39.7837304,-100.445882
5018,1931.05.02,1931,Boat,Australia,New South Wales,Kempsey,Unknown,Unknown,,No injury to occupants; oar & rudder bitten,N,FATAL  (Wire netting installed at local beac:es after t:is incident.),school of sharks,0,,May,AU,OC,-24.7761086,134.755
5019,1931.04.27,1931,Unprovoked,Unknown,French Southern Territories,Île Saint-Paul,"Fishing,",M,,FATAL,Y,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,1,,Apr,Unknown,Unknown,24.9591486,-77.36195598496681
5020,1931.03.22,1931,Unprovoked,Australia,Queensland,"Ross River, Townsville",Fishing,M,19,"FATAL, left thigh severely bitten ",Y,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,1,,Mar,AU,OC,-24.7761086,134.755
5021,1931.03.15,1931,Boat,Turkey,Unknown,"Bakurköy, Istanbul",Fishing,Unknown,,"No injury to occupants, shark crushed boat",N,FATAL  (Wire netting installed at local beac:es after t:is incident.),Unknown,0,,Mar,TR,AS,38.9597594,34.9249653
5022,1931.03.06,1931,Provoked,Australia,South Australia,Encounter Bay,"Fishing,,",M,,"Finger lacerated, PROVOKED INCIDENT",N,FATAL  (Wire netting installed at local beac:es after t:is incident.),cocktail shark,0,,Mar,AU,OC,-24.7761086,134.755
5023,1931.02.10,1931,Invalid,Australia,New South Wales,Maroubra Beach,Swimming,M,39,Death may have been due to drowning,Unknown,04:00,Shark involvement prior death unconfirmed,0,,Feb,AU,OC,-24.7761086,134.755
5024,1931.01.24,1931,Unprovoked,Australia,Torres Strait,Near Thursday Island,Unknown,M,,Recovered,N,04:00,Unknown,0,,Jan,AU,OC,-24.7761086,134.755
5025,1931.01.14,1931,Unprovoked,Australia,Torres Strait,,Diving,M,,"Thigh, kneecap & lower leg badly lacerated",N,04:00,Unknown,0,,Jan,AU,OC,-24.7761086,134.755
5026,1931.01.07,1931,Unprovoked,Australia,Queensland,"Yeppoon, near Ross Creek",Swimming,M,18,Severe bump & few superficial wounds ,N,16:00,shark,0,,Jan,AU,OC,-24.7761086,134.755
5027,1931.00.00,1931,Unprovoked,Tonga,Niua ,Niuafo'ou Island ,"Swimming,",M,,"FATAL, thereafter canoes were used to carry the mail",Y,16:00,Unknown,1,,,TO,OC,-19.9160819,-175.202642
5028,1931.00.00,1931,Unprovoked,Papua New Guinea,Unknown,,Unknown,Unknown,,No details,Unknown,16:00,Unknown,0,,,PG,OC,-5.6816069,144.2489081
5029,1930.12.25,1930,Unprovoked,Australia,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,49,"Bumped by shark, legs abraded",N,14:30,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
5030,1930.12.13,1930,Unprovoked,Australia,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Fell,M,,FATAL,Y,14:30,Unknown,1,,Dec,AU,OC,-24.7761086,134.755
5031,1930.12.02,1930,Boat,Australia,Victoria,Rosebud,Fishing,Unknown,,No injury to occupants; shark seized gunwale & tried to overturn boat,N,14:30,shark's teeth found embedded in the woodwork of the boat,0,,Dec,AU,OC,-24.7761086,134.755
5032,1930.12.00,1930,Unprovoked,Australia,New South Wales,Parramata River,Unknown,M,,FATAL,Y,14:30,Unknown,1,,Dec,AU,OC,-24.7761086,134.755
5033,1930.11.30,1930,Unprovoked,Australia,Queensland,"St. Helena Island, Moreton Bay",Thrown,M,,Laceration to leg,N,14:30,Unknown,0,,Nov,AU,OC,-24.7761086,134.755
5034,1930.09.26,1930,Unprovoked,Honduras,Black River,,Swimming,M,,FATAL,Y,14:30,Unknown,1,,Sep,HN,,15.2572432,-86.0755145
5035,1930.09.12,1930,Boat,Portugal,Unknown,,Unknown,Unknown,,"No inury to occupants, shark struck boat",N,14:30,Unknown,0,,Sep,PT,EU,40.0332629,-7.8896263
5036,1930.08.31,1930,Unprovoked,Australia,Western Australia,Geraldton,Fishing,M,17,Minor injury,N,15:30,Unknown,0,,Aug,AU,OC,-24.7761086,134.755
5037,1930.08.16,1930,Unprovoked,Spain,Canary Islands,"El Escabonal, Tenerife ",Swimming,M,38,Leg bitten,N,15:30,Unknown,0,,Aug,ES,EU,39.3260685,-4.8379791
5038,1930.08.06,1930,Unprovoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,M,,Lacerations to foot & ankle,N,06:00,Unknown,0,,Aug,US,,39.7837304,-100.445882
5039,1930.07.19,1930,Unprovoked,Cuba,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,M,29,"Right arm & leg bitten, arm & leg surgically amputated ",N,20:00,Unknown,0,,Jul,CU,,23.0131338,-80.8328748
5040,1930.07.11,1930,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,21,Arm lacerated from shoulder to wrist,N,20:00,Tiger shark,0,tiger shark,Jul,US,,39.7837304,-100.445882
5041,1930.06.04,1930,Unprovoked,Australia,Torres Strait,Near Mabuiag Island,Unknown,M,,FATAL,Y,20:00,Unknown,1,,Jun,AU,OC,-24.7761086,134.755
5042,1930.05.27,1930,Unprovoked,USA,Texas,High Island,Swimming/,M,,Lacerations to arm,N,18:00,Unknown,0,,May,US,,39.7837304,-100.445882
5043,1930.05.11,1930,Boat,Turkey,Unknown,Ye?ilköy,Fishing,M,,No injury but shark damaged boat,N,18:00,Unknown,0,,May,TR,AS,38.9597594,34.9249653
5044,1930.05.11,1930,Invalid,Costa Rica,Limón Province,Off Porto Limon,Air,Unknown,,Shark involvement prior to death was not confirmed,Unknown,18:00,Shark involvement prior death unconfirmed,0,,May,CR,,10.2735633,-84.0739102
5045,1930.04.08,1930,Invalid,South Africa,Eastern Cape Province,Bashee River,Unknown,M,17,"Remains of drowning victim recovered from 250-lb female ""blue fin"" shark",Unknown,18:00,Shark involvement prior death unconfirmed,0,,Apr,ZA,AF,-28.8166236,24.991639
5046,1930.03.07,1930,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Sponge,M,,No injury to diver but shark left 3 toothmarks in his helmet,N,18:00,Unknown,0,,Mar,US,,39.7837304,-100.445882
5047,1930.02.20,1930,Unprovoked,Australia,Torres Strait,,Diving,M,19,Arm & chest injured,N,18:00,Unknown,0,,Feb,AU,OC,-24.7761086,134.755
5048,1930.02.15,1930,Unprovoked,Australia,Victoria,"Middle Brighton, Port Phillip",Diving&,M,18,FATAL,Y,16:30,White shark ,1,white shark,Feb,AU,OC,-24.7761086,134.755
5049,1930.02.03,1930,Provoked,Australia,Western Australia,Onslow,Removing,M,,Laceration to thigh from trapped shark PROVOKED INCIDENT,N,16:30,Unknown,0,,Feb,AU,OC,-24.7761086,134.755
5050,1930.01.22,1930,Boat,Mexico,Veracruz,Panuco River Mouth,Fishing,Unknown,,remains of one of the crew found in shark,Y,16:30,Unknown,0,,Jan,MX,,22.5000485,-100.000037
5051,1930.01.16,1930,Unprovoked,South Africa,Western Cape Province,"Melkbaai, False Bay",Swimming,M,23,Torso & arm bitten,N,17:30,"White shark, , identity confirmed by witness & oth pattern",0,white shark,Jan,ZA,AF,-28.8166236,24.991639
5052,1930.01.00,1930,Sea Disaster,Mauritius,Unknown,Two miles from shore in Tamarind Bay,Swimming,M,,Five men were said to have been killed by sharks ,Y,17:30,Unknown,0,,Jan,MU,AF,-20.2759451,57.5703566
5053,1930.00.00,1930,Unprovoked,Japan,Unknown,,Unknown,M,17,Survived,N,17:30,Unknown,0,,,JP,AS,36.5748441,139.2394179
5054,1930.00.00,1930,Unprovoked,South Africa,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,,FATAL,Y,17:30,Unknown,1,,,ZA,AF,-28.8166236,24.991639
5055,1929.12.26,1929,Unprovoked,Australia,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Y,17:30,Tiger shark,1,tiger shark,Dec,AU,OC,-24.7761086,134.755
5056,1929.12.21,1929,Unprovoked,Australia,Torres Strait,Thursday Island,Diving,M,,Recovered at Thursday Island Hospital,N,17:30,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
5057,1929.12.16,1929,Unprovoked,Australia,New South Wales,Collaroy,Bathing,F,17,Superficial lacerations on right leg,N,17:30,small shark,0,,Dec,AU,OC,-24.7761086,134.755
5058,1929.12.13,1929,Unprovoked,Australia,Torres Strait,Thursday Island,Diving,M,,Injuries to chest & arm,N,17:30,Unknown,0,,Dec,AU,OC,-24.7761086,134.755
5059,1929.12.09,1929,Unprovoked,Unknown,Unknown,,Unknown,M,20,FATAL,Y,17:30,Unknown,1,,Dec,Unknown,Unknown,24.9591486,95.8030352
5060,1929.12.03,1929,Unprovoked,Australia,Queensland,Townsville,Unknown,M,50s,FATAL,Y,17:30,Unknown,1,,Dec,AU,OC,-24.7761086,134.755
5061,1929.11.29,1929,Sea Disaster,Kiribati,Phoenix Islands,Nikumaroro Island,"Sea,",M,,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,17:30,Unknown,0,,Nov,KI,OC,-1.2394555500000002,175.29694553869794
5062,1929.11.21,1929,Unprovoked,Cuba,Cienfuegos Province,Cienfuegos,Fishing,M,,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,17:30,Unknown,0,,Nov,CU,,23.0131338,-80.8328748
5063,1929.10.20,1929,Unprovoked,Australia,Torres Strait,Near Badu Island,Diving,M,,Heel injured,N,17:30,Unknown,0,,Oct,AU,OC,-24.7761086,134.755
5064,1929.10.02,1929,Unprovoked,Spain,Valencia,Nasareth Beach,Fishing,M,,Arm injured when sharks rammed his boat,N,17:30,Unknown,0,,Oct,ES,EU,39.3260685,-4.8379791
5065,1929.09.01,1929,Unprovoked,Australia,Queensland,"Ross River, Townsville",Fell&,M,42,"FATAL, severe injuries to both legs ",Y,17:30,Unknown,1,,Sep,AU,OC,-24.7761086,134.755
5066,1929.08.05,1929,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,M,,Left foot & ankle bitten,N,17:30,Unknown,0,,Aug,US,,39.7837304,-100.445882
5067,1929.07.29,1929,Unprovoked,Mexico,Tamaulipas,Tampico,Swimming,M,,Right leg severed below knee,N,17:30,Unknown,0,,Jul,MX,,22.5000485,-100.000037
5068,1929.07.17,1929,Invalid,Cape Verde,Santiago Island,Tarrafal,Unknown,F,,Body of woman recovered from 15' shark,Unknown,17:30,Shark involvement prior death unconfirmed,0,,Jul,CV,AF,16.0000552,-24.0083947
5069,1929.06.23,1929,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Leg bitten by hooked shark PROVOKED INCIDENT,N,17:30,foot shark,0,,Jun,US,,39.7837304,-100.445882
5070,1929.05.31,1929,Unprovoked,Australia,Torres Strait,,Diving,M,,"Injuries to both legs, buttocks, back, lower abdomen & chest",N,17:30,Unknown,0,,May,AU,OC,-24.7761086,134.755
5071,1929.04.26,1929,Unprovoked,Australia,Queensland,Great Barrier Reef,Diving,M,,Thigh bitten,N,17:30,Unknown,0,,Apr,AU,OC,-24.7761086,134.755
5072,1929.04.17,1929,Unprovoked,Australia,Queensland,Great Barrier Reef,Diving,M,,Lacerations to right wrist,N,17:30,Unknown,0,,Apr,AU,OC,-24.7761086,134.755
5073,1929.04.11,1929,Provoked,Australia,Queensland,"Bribie Passage, Caloundra",Standing,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,N,13:45,"Grey nurse shark,  ",0,grey nurse shark,Apr,AU,OC,-24.7761086,134.755
5074,1929.04.09,1929,Unprovoked,Australia,Torres Strait,Badu Island,Unknown,M,,FATAL,Y,13:45,Unknown,1,,Apr,AU,OC,-24.7761086,134.755
5075,1929.04.04,1929,Unprovoked,Australia,Torres Strait,Badu Island,Swimming,M,,FATAL,Y,13:45,Unknown,1,,Apr,AU,OC,-24.7761086,134.755
5076,1929.03.16,1929,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,26,Right sole & toes lacerated,N,12:00,Unknown,0,,Mar,US,,39.7837304,-100.445882
5077,1929.03.12,1929,Unprovoked,Australia,Torres Strait,Near Dauan Island,Bathing,M,,FATAL,Y,12:00,Unknown,1,,Mar,AU,OC,-24.7761086,134.755
5078,1929.03.04,1929,Unprovoked,Australia,South Australia,Ardrossan,Launching,M,9,Foot bitten,N,12:00,dog shark,0,dog shark,Mar,AU,OC,-24.7761086,134.755
5079,1929.03.04,1929,Unprovoked,Australia,South Australia,Ardrossan,Launching,M,12,Legs bitten,N,12:00,dog shark,0,dog shark,Mar,AU,OC,-24.7761086,134.755
5080,1929.02.18,1929,Unprovoked,Australia,New South Wales,Maroubra Bay,Surfing,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,15:30,Unknown,1,,Feb,AU,OC,-24.7761086,134.755
5081,1929.02.09,1929,Boat,Australia,Western Australia,Glenelg,Canoeing,Unknown,,"No injury, shark pushed canoe from jetty to a point 100 m away",N,15:30,"Blue pointer, '",0,blue pointer,Feb,AU,OC,-24.7761086,134.755
5082,1929.02.08,1929,Unprovoked,Australia,New South Wales,Bondi,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Y,16:00,Galapagos shark,1,galapagos shark,Feb,AU,OC,-24.7761086,134.755
5083,1929.01.27,1929,Unprovoked,Australia,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,  ,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Y,17:30,Unknown,1,,Jan,AU,OC,-24.7761086,134.755
5084,1929.01.14,1929,Unprovoked,New Zealand,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,,"One was bitten on the leg, the other on the arm",N,17:30,Unknown,0,,Jan,NZ,OC,-41.5000831,172.8344077
5085,1929.01.12,1929,Unprovoked,Australia,New South Wales,Bondi,Surfing,M,14,"FATAL, right thigh & hip bitten",Y,18:10,shark,1,,Jan,AU,OC,-24.7761086,Unknown
5086,1929.01.06,1929,Boat,Turkey,Unknown,San Stefano,Fishing,M,,FATAL,Y,18:10,Unknown,1,,Jan,TR,AS,38.9597594,Unknown
5087,1929.01.05,1929,Unprovoked,Fiji,Viti Levu Island,Suva Harbor,Diving.S.,M,,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,18:10,Unknown,1,,Jan,FJ,OC,-18.1239696,Unknown
5088,1929.00.00,1929,Invalid,Australia,New South Wales,Sydney Harbor,Swimming,M,,"Later found to be fiction, never happened",Unknown,18:10,Invalid,0,,,AU,OC,-24.7761086,Unknown
5089,1929.00.00,1929,Provoked,Australia,South Australia,Ardrossan,"Wading,",M,,Bitten below the knee,N,18:10,dog shark,0,dog shark,,AU,OC,-24.7761086,Unknown
5090,1929.00.00,1929,Provoked,USA,Florida,Indian River area,Fishing,M,,Thigh lacerated by hooked shark PROVOKED INCIDENT,N,18:10, shark,0,,,US,,39.7837304,Unknown
5091,1929.00.00,1929,Unprovoked,Australia,New South Wales,"Garden Island, Sydney",Unknown,M,,Hand lacerated,N,18:10,Unknown,0,,,AU,OC,-24.7761086,Unknown
5092,1929.00.00,1929,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Hardhat,M,27,"“Put hand through hatch, shark nearly bit off thumb”",N,18:10,Unknown,0,,,US,,39.7837304,Unknown
5093,1928.12.21,1928,Unprovoked,Australia,Unknown,,Diving,M,,Injuries to arm ,N,18:10,Unknown,0,,Dec,AU,OC,-24.7761086,Unknown
5094,1928.11.18,1928,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",N,18:10,Blue nose sharks,0,blue nose shark,Nov,US,,39.7837304,Unknown
5095,1928.11.15,1928,Boat,India,Unknown,,Unknown,M,24,"No injury to occupants, shark bit keel",N,18:10,Unknown,0,,Nov,IN,AS,22.3511148,Unknown
5096,1928.11.12,1928,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea,",M,,FATAL,Y,18:10,Unknown,1,,Nov,US,,39.7837304,Unknown
5097,1928.11.04,1928,Unprovoked,Panama,Gulf of Panama,Taboga Island Bay,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Y,10:00,Moreno’s leg  & part of his swisuit found in  shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on phograph,1,,Nov,PA,,8.559559,Unknown
5098,1928.09.00,1928,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,,Knee bitten,N,10:00,Unknown,0,,Sep,US,,39.7837304,Unknown
5099,1928.08.24,1928,Invalid,USA,New Jersey,Off shore,Unknown,M,,Thumb & coat sleeve recovered from shark's gut,Unknown,10:00, shark,0,,Aug,US,,39.7837304,Unknown
5100,1928.07.11,1928,Unprovoked,Australia,Unknown,,Diving,M,,Injuries to chest,N,10:00,Unknown,0,,Jul,AU,OC,-24.7761086,Unknown
5101,1928.07.00,1928,Provoked,Italy,Tuscany,Viareggio,Boating,M,,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",N,10:00,"Species unknown, possibly white shark",0,white shark,Jul,IT,EU,42.6384261,Unknown
5102,1928.06.24,1928,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,,Bitten on leg,N,10:00,Unknown,0,,Jun,US,,39.7837304,Unknown
5103,1928.05.17,1928,Invalid,India,Unknown,,Unknown,M,,No details,Unknown,13:00,Shark involvement not confirmed,0,,May,IN,AS,22.3511148,Unknown
5104,1928.04.14,1928,Unprovoked,Australia,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,,Severe lacerations to arm,N,13:00,Tiger shark,0,tiger shark,Apr,AU,OC,-24.7761086,Unknown
5105,1928.04.14,1928,Unprovoked,Australia,New South Wales,Bondi,Treading,M,19,Tissue of left leg stripped from knee to ankle ,N,16:00,Unknown,0,,Apr,AU,OC,-24.7761086,Unknown
5106,1928.04.09,1928,Unprovoked,Jamaica,Unknown,"Coal wharf, Port Royal",Diving,M,,FATAL,Y,20:00,Unknown,1,,Apr,JM,,18.1850507,Unknown
5107,1928.04.06,1928,Unprovoked,Australia,Queensland,Graceville,Bathing,M,15,Lacerations to right leg ,N,08:30, shark,0,,Apr,AU,OC,-24.7761086,Unknown
5108,1928.04.04,1928,Unprovoked,Australia,New South Wales,"Cooks Hill, Newcastle",Standing,M,28,"FATAL, right hand severed, large lacerations on thigh",Y,18:00,Unknown,1,,Apr,AU,OC,-24.7761086,Unknown
5109,1928.03.28,1928,Unprovoked,Australia,Queensland,,Unknown,M,,Hip bitten,N,18:00,Unknown,0,,Mar,AU,OC,-24.7761086,Unknown
5110,1928.02.20,1928,Unprovoked,Australia,Torres Strait,"Near Barrow Point, Queensland",Diving,M,,FATAL,Y,18:00,Unknown,1,,Feb,AU,OC,-24.7761086,Unknown
5111,1928.02.00,1928,Unprovoked,Costa Rica,Near Puntarenas,,Swimming,F,,Right leg severely lacerated. Surgically amputated,N,18:00,Unknown,0,,Feb,CR,,10.2735633,Unknown
5112,1928.02.00,1928,Unprovoked,Costa Rica,Near Puntarenas,,Swimming,M,,Right leg & hand severely lacerated,N,18:00,Unknown,0,,Feb,CR,,10.2735633,Unknown
5113,1928.01.27,1928,Unprovoked,Australia,Torres Strait,Deliverance Island,Retrieving,M,78,FATAL,Y,18:00,Unknown,1,,Jan,AU,OC,-24.7761086,Unknown
5114,1928.01.21,1928,Invalid,USA,Florida,,Swimming,Unknown,,Body not recovered ,Unknown,21:30,Shark involvement not confirmed,0,,Jan,US,,39.7837304,Unknown
5115,1928.01.21,1928,Invalid,USA,Florida,Off Florida coast,Jumped,M,,"FATAL, presumed taken by shark/s",Unknown,21:30,Shark involvement not confirmed,1,,Jan,US,,39.7837304,Unknown
5116,1928.01.02,1928,Unprovoked,South Africa,Eastern Cape Province,"Salt Vlei, Port Alfred",Unknown,F,,Leg lacerated,N,21:30,Unknown,0,,Jan,ZA,AF,-28.8166236,Unknown
5117,1928.01.00,1928,Unprovoked,South Africa,Eastern Cape Province,Kei River mouth,Surfing,M,18,Foot bitten,N,11:00,shark,0,,Jan,ZA,AF,-28.8166236,Unknown
5118,1928.00.00,1928,Unprovoked,South Africa,KwaZulu-Natal,Tugela River Mouth,Standing,M,25,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",N,11:00,Unknown,0,,,ZA,AF,-28.8166236,Unknown
5119,1927.12.28,1927,Unprovoked,South Africa,Western Cape Province,Little Brak River,Swimming,M,17,"FATAL, leg bitten  ",Y,11:00,"White shark,  . ",1,white shark,Dec,ZA,AF,-28.8166236,Unknown
5120,1927.11.03,1927,Sea Disaster,Australia,New South Wales,"Bradleys Head, Sydney ",The,Unknown,,40 people perished,Y,11:00,Unknown,0,,Nov,AU,OC,-24.7761086,Unknown
5121,1927.10.25,1927,Sea Disaster,Brazil,Porto Seguro,90 miles off Albrohos Island,Italian,Unknown,,"Of 1256 on board, 295 perished, some were taken by sharks",Y,12:00,Unknown,0,,Oct,BR,SA,-10.3333333,Unknown
5122,1927.10.12,1927,Unprovoked,Australia,New South Wales,"Kiah Creek, Eden",Riding,M,,No injury to man or horse,N,12:00,Unknown,0,,Oct,AU,OC,-24.7761086,Unknown
5123,1927.10.00,1927,Unprovoked,Fiji,Unknown,a river,"Standing,",M,,Leg bitten. He survived,N,12:00,Unknown,0,,Oct,FJ,OC,-18.1239696,Unknown
5124,1927.07.03,1927,Boat,Australia,New South Wales,Bellambi Reef,Unknown,Unknown,,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",N,12:00,Unknown,0,,Jul,AU,OC,-24.7761086,Unknown
5125,1927.05.29,1927,Sea Disaster,Philippines,Luzon Island,Bondoc Peninsula,Sea,Unknown,," 55  perished, some were  taken by sharks",Y,12:00,Unknown,0,,May,PH,AS,12.7503486,Unknown
5126,1927.05.09,1927,Unprovoked,Australia,Queensland,Off Cairns,Walking,M,,FATAL,Y,12:00,Unknown,1,,May,AU,OC,-24.7761086,Unknown
5127,1927.04.10,1927,Unprovoked,Australia,Torres Strait,Near Thursday Island,Diving,M,,Extensive injuries to left leg,N,12:00,Unknown,0,,Apr,AU,OC,-24.7761086,Unknown
5128,1927.04.08,1927,Unprovoked,Australia,Queensland,Near Thursday Island,Diving,M,,Leg injured,N,12:00,Unknown,0,,Apr,AU,OC,-24.7761086,Unknown
5129,1927.03.01,1927,Unprovoked,Australia,New South Wales,Mereweather Beach,Surfing/,M,17,"Right buttock & thigh bitten, thumb removed",N,15:00,Grey nurse shark?,0,grey nurse shark,Mar,AU,OC,-24.7761086,Unknown
5130,1927.02.14,1927,Provoked,Nicaragua,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Feeling’s,M,,"Sharks’s jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",N,15:00,Unknown,0,,Feb,NI,,12.6090157,Unknown
5131,1927.02.09,1927,Unprovoked,Australia,Queensland,Brisbane River,Attempting,M,,"No injury, but trouser leg shredded by shark",N,15:00,Unknown,0,,Feb,AU,OC,-24.7761086,Unknown
5132,1927.02.00,1927,Provoked,New Zealand,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,M,70,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,N,15:00,Mako shark,0,mako shark,Feb,NZ,OC,-41.5000831,Unknown
5133,1927.01.20,1927,Unprovoked,South Africa,Eastern Cape Province,Kidd’s Beach,Surfing,M,,Both thighs  lacerated,N,11:45,"Raggedoth shark, ",0,raggedoth shark,Jan,ZA,AF,-28.8166236,Unknown
5134,1927.01.08,1927,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,,Lost hand,N,11:45,Unknown,0,,Jan,US,,39.7837304,Unknown
5135,1927.01.03,1927,Unprovoked,Australia,New South Wales,"Grey’s Point, Port Hacking",Swimming,M,15,"FATAL, leg bitten from thigh to ankle",Y,11:30,shark,1,,Jan,AU,OC,-24.7761086,Unknown
5136,1927.00.00,1927,Unprovoked,Australia,New South Wales,15 miles up the Cataract River,Swimming,M,10,"FATAL, shoulder bitten ",Y,11:30,Unknown,1,,,AU,OC,-24.7761086,Unknown
5137,1927.00.00,1927,Unprovoked,Australia,Torres Strait,Thursday Island,Diving,M,,Shoulder bitten,N,11:30,Unknown,0,,,AU,OC,-24.7761086,Unknown
5138,1926.12.02,1926,Unprovoked,Australia,Torres Strait,Palm Island,Diving,M,,FATAL,Y,11:30,Unknown,1,,Dec,AU,OC,-24.7761086,Unknown
5139,1926.11.17,1926,Unprovoked,Australia,Torres Strait,Near Thursday Island,Diving,M,,Arm injured,N,11:30,Unknown,0,,Nov,AU,OC,-24.7761086,Unknown
5140,1926.10.29,1926,Unprovoked,Papua New Guinea,Central Province,Roku Point,Jumped,M,,"FATAL, abdomen bitten",Y,11:30,Unknown,1,,Oct,PG,OC,-5.6816069,Unknown
5141,1926.10.23,1926,Unprovoked,Australia,New South Wales,Clarence River,Bathing,M,17,"3"" laceration to leg",N,18:30,"Grey nurse shark, ",0,grey nurse shark,Oct,AU,OC,-24.7761086,Unknown
5142,1926.10.23,1926,Sea Disaster,Bermuda,Unknown,18 miles southwest of Bermuda ,British,Unknown,,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",N,01:30,Unknown,0,,Oct,BM,,32.3018217,Unknown
5143,1926.09.06,1926,Unprovoked,Papua New Guinea,Unknown,Near Port Moresby,Jumped,M,,FATAL,Y,01:30,Unknown,1,,Sep,PG,OC,-5.6816069,Unknown
