,Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
4628,4628,1945.00.00,1945,Unprovoked,CUBA,Havana Province,Cojimar,"Playing,&",M,,FATAL,Y,16:30,Unknown
4629,4629,1945.00.00,1945,Unprovoked,PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing,F,8 or 10,Foot bitten,N,16:30,Unknown
4630,4630,1945.00.00,1945,Unprovoked,IRAQ,Basrah,Shatt-al Arab River,Swimming,M,15,Left foot bitten,N,12:00,Bull shark
4631,4631,1944.12.18,1944,Sea Disaster,PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming,M,19,Arm bitten,N,12:00, shark
4632,4632,1944.12.02,1944,Provoked,USA,Florida,3 miles north of the inlet at Palm Beach,Fishing,Unknown,,"No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT",N,12:00,"Tiger shark, ,   "
4633,4633,1944.11.08,1944,Sea Disaster,SIERRA LEONE,Western Area,Freetown,Unknown,M,18,FATAL,Y,12:00,Unknown
4634,4634,1944.11.01,1944,Invalid,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,M,,Probable drowning & scavenging,Unknown,12:00,Unknown
4635,4635,1944.10.26,1944,Sea Disaster,PHILIPPINES,Unknown,,"USS&/24/1944,.",M,,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,Y,12:00,Unknown
4636,4636,1944.10.26,1944,Sea Disaster,PHILIPPINES,Bernardino Strait near Gulf of Leyte,,USS/24/1944.&,M,,"FATAL, both were killed by sharks",Y,12:00,Unknown
4637,4637,1944.10.25,1944,Sea Disaster,PHILIPPINES,Off Samar Island in the Gulf of Leyte,,USS/24/1944..,M,,"Clinton was bitten on his back, 2 others did not survive",Y,12:00,Unknown
4638,4638,1944.10.25,1944,Unprovoked,PHILIPPINES,Unknown,Off Cape Engano,Parachuted,M,,"Shark grazed leg, leaving toothmarks",N,12:00,Unknown
4639,4639,1944.10.24,1944,Sea Disaster,UNKNOWN,Unknown,225 miles east of Hong Kong,Japanese,M,,Most of the men drowned & some were taken by sharks. Only only nine men survived,Y,17:30,Unknown
4640,4640,1944.10.23,1944,Boat,AUSTRALIA,Queensland,Tewantin,Fishing,Unknown,,No injury to occupants; shark bit dinghy leaving tooth fragments in  its woodwork,N,17:30,Unknown
4641,4641,1944.09.03,1944,Unprovoked,USA,Maryland,North Beach,Swimming,M,13,Laceration to right lower leg,N,17:30,Unknown
4642,4642,1944.09.00,1944,Unprovoked,CARIBBEAN SEA,Unknown,,Fell,M,,FATAL,Y,17:30,Unknown
4643,4643,1944.08.20,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,M,19,"FATAL, body not recovered",Y,14:00,Unknown
4644,4644,1944.07.22,1944,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,17,"FATAL, body not recovered",Y,16:30,"White shark, according witnesses"
4645,4645,1944.06.23,1944,Invalid,NORTH PACIFIC OCEAN,Unknown,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,Unknown,M,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",Unknown,16:30,Invalid
4646,4646,1944.05.31,1944,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,F,15,Left calf bitten,N,16:30,blacktip shark or spinner shark
4647,4647,1944.05.24,1944,Unprovoked,SAMOA,Unknown,,Unknown,Unknown,,Minor injury when shark tore off his boot,N,16:30, shark
4648,4648,1944.05.04,1944,Unprovoked,PANAMA,Caribbean Sea,,Washed,M,,"FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. ",Y,16:30,"White shark, "
4649,4649,1944.04.00,1944,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),,Unknown,Unknown,,Some killed & others severely injured,Y,16:30,Bull sharks  in length
4650,4650,1944.03.26,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,18,Left thigh bitten,N,17:30,Unknown
4651,4651,1944.03.26,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Standing,M,23,"FATAL, left thigh & calf bitten  ",Y,10:00,Unknown
4652,4652,1944.03.14,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading,M,16,Ankle severely lacerated,N,17:30,Unknown
4653,4653,1944.02.27,1944,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Treading,M,,Foot & ankle lacerated,N,14:30,shark
4654,4654,1944.02.18,1944,Unprovoked,INDIA,Unknown,"Triplicane Beach, Chennai",Bathing,M,12,FATAL,Y,14:30,Unknown
4655,4655,1944.01.20,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Y,13:15,Unknown
4656,4656,1944.01.16,1944,Boat,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,M,,"No injury, shark took day's catch & struck boat",N,13:15,shark
4657,4657,1944.01.14,1944,Unprovoked,AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,M,14,"Both legs bitten, one surgically amputated",N,17:00,Unknown
4658,4658,1944.01.04,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Y,17:50,Unknown
4659,4659,1944.00.00,1944,Sea Disaster,SOUTH PACIFIC OCEAN,Unknown,,Adrift,M,,FATAL            Arm severed,Y,17:50,Unknown
4660,4660,1944.00.00,1944,Sea Disaster,ITALY,Adriatic Sea,,B,M,,FATAL,Y,17:50,Unknown
4661,4661,1944.00.00,1944,Unprovoked,NEW GUINEA,Pacific Ocean,,Fell,M,,FATAL,Y,17:50,Unknown
4662,4662,1943.12.12,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Y,11:30,Unknown
4663,4663,1943.12.04,1943,Sea Disaster,USA,South Carolina,Off Charleston,The,M,,"Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived",Y,11:30,Unknown
4664,4664,1943.11.21,1943,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Swimming,M,,Right foot lacerated,N,11:30,Unknown
4665,4665,1943.11.11,1943,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,22º08'S  : 178º06'W,The&,M,,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",Y,11:30,Unknown
4666,4666,1943.10.26,1943,Invalid,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Unknown,M,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 26-Oct-1943",Unknown,11:30,Shark involvement prior death unconfirmed
4667,4667,1943.09.23,1943,Unprovoked,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Diving,M,20,"FATAL, left leg  & shoulder bitten  ",Y,14:35,"White shark,  (Tooth fragment recovered frovictim's shoulder & identified by J.T. Nicholls)"
4668,4668,1943.08.00,1943,Sea Disaster,ITALY,40 miles south of Naples ,Tyrrhenian Sea,Flying.,M,,"Bitten on arms, hands & feet while awaiting rescue",N,14:35,Unknown
4669,4669,1943.07.18,1943,Sea Disaster,USA,Florida,"40 miles off Islamorada, near Cay Sal",Treading,M,,FATAL,Y,14:35,Unknown
4670,4670,1943.07.00,1943,Boat,PORTUGAL,Unknown,Sines,Fishing,Unknown,,No injury to occupants,N,14:35,Unknown
4671,4671,1943.07.00,1943,Invalid,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,68,"No injury, a shark made a threat display",Unknown,Between 11:00 & 12:00,Invalid
4672,4672,1943.06.16,1943,Boat,AUSTRALIA,Tasmania,Triabunna,Fishing,M,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",N,Between 11:00 & 12:00,"White shark,, kg,ale"
4673,4673,1943.05.27,1943,Invalid,PACIFIC OCEAN,Unknown,,B.,M,,Survived,Unknown,Between 11:00 & 12:00,Invalid
4674,4674,1943.05.17,1943,Sea Disaster,CENTRAL PACIFIC,Unknown,68 miles east of Wallis Island,"S2N,.H.&.G.",M,26,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",N,Between 11:00 & 12:00,Unknown
4675,4675,1943.05.17,1943,Sea Disaster,CENTRAL PACIFIC,Unknown,68 miles east of Wallis Island,"S2N,.H.&.G.",M,,"FATAL, right leg & left thigh bitten  ",Y,Between 11:00 & 12:00,Unknown
4676,4676,1943.05.14,1943,Sea Disaster,AUSTRALIA,Queensland,Off Brisbane,Hospital&,M,F,FATAL,Y,After 04:00,Unknown
4677,4677,1943.05.01,1943,Sea Disaster,INDIAN OCEAN,Unknown,,ship.,M,,"Leg, foot & arm bitten",N,After 04:00,Blue shark
4678,4678,1943.04.05,1943,Invalid,USA,Hawaii,"3 miles from shore off McGregor Point, Maui","Small,",M,,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark’s gut,Unknown,After 04:00,Shark involvement prior death unconfirmed
4679,4679,1943.03.21,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,31,"FATAL, thigh lacerated, both calves bitten  ",Y,16:10,Unknown
4680,4680,1943.03.14,1943,Sea Disaster,SIERRA LEONE,Unknown,,"The,516",Unknown,,"Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.",Y,16:10,Unknown
4681,4681,1943.03.02,1943,Sea Disaster,BRAZIL,Unknown,Near the Abrolhos Archipelago ,The&,Unknown,,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",Y,19:00,Unknown
4682,4682,1943.03.02,1943,Sea Disaster,PAPUA NEW GUINEA,Morobe Province, Huon Gulf,"Known:,&.",Unknown,,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",Y,19:00,Unknown
4683,4683,1943.01.26,1943,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,,The&,M,,FATAL,Y,19:00,Unknown
4684,4684,1943.00.00,1943,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,Unknown,,FATAL,Y,19:00,Unknown
4685,4685,1943.00.00,1943,Unprovoked,SOLOMON ISLANDS,Unknown,Guadalcanal,Swimming,M,,Arm severed,N,19:00,Unknown
4686,4686,1943.00.00,1943,Unprovoked,IRAQ,Unknown,River Tigris,Swimming,M,22,"Right arm severed, left foot bitten",N,19:00,Unknown
4687,4687,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,N,19:00,small sharks
4688,4688,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,,Calf nipped in each case,N,19:00,small sharks
4689,4689,1943.00.00,1943,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",Unknown,M,,"Unprovoked, but circumstances unknown",Unknown,19:00,Unknown
4690,4690,1942.12.26,1942,Unprovoked,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog,F,15,"FATAL, legs bitten ",Y,10:50,Bull shark
4691,4691,1942.11.28,1942,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,U&,M,,"192 survived, but 750 perished. Many were taken by sharks, including Levine",Y,09:30," sharks,ost were oceanic whitetip sharks"
4692,4692,1942.11.25,1942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,M,38,"Calf bitten, leg surgically amputated",N,09:30,Unknown
4693,4693,1942.11.16,1942,Sea Disaster,SOLOMON ISLANDS,Unknown,Battle of Guadalcanal,Thrown,M,19,Hip bitten,N,09:30,Unknown
4694,4694,1942.11.21,1942,Sea Disaster,INDIAN OCEAN,Unknown,Bound from Cape Town for St. Helena,"On,,&.,&",M,,FATAL,Y,09:30,Unknown
4695,4695,1942.11.13,1942,Sea Disaster,SOLOMON ISLANDS,Unknown,Off Guadalcanal,"Anti(CL,),(Battle)&,,..",M,,"Injured by sharks, but managed to swim ashore 6.5 hours later",N,09:30,Unknown
4696,4696,1942.11.13,1942,Sea Disaster,SOLOMON ISLANDS,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Explosion&,M,,"Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.",Y,11:01 -time of s:ip sinking,Unknown
4697,4697,1942.11.13,1942,Sea Disaster,SOLOMON ISLANDS,Unknown,Off Savo Island,Unknown,M,,FATAL,Y,11:01 -time of s:ip sinking,Unknown
4698,4698,1942.11.01,1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Swimming,M,18,"FATAL, body not recovered",Y,12:30,"White shark,   according witnesses"
4699,4699,1942.11.00,1942,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,,In.,M,,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,N,12:30,Unknown
4700,4700,1942.11.00,1942,Sea Disaster,UNKNOWN,Off South American coast,,"Dutch,&&.,,",M,,FATAL,Y,12:30,Unknown
4701,4701,1942.10.12,1942,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His,,.&",M,25,"Foot, hand, elbow & calf lacerated & abraded, thigh gashed",N,12:30,Unknown
4702,4702,1942.09.30,1942,Sea Disaster,ATLANTIC OCEAN,04.05N-13.23W,,The.,Unknown,,Survivors on life rafts were harassed by sharks,N,12:30,Unknown
4703,4703,1942.09.12,1942,Sea Disaster,ATLANTIC OCEAN,Unknown,360 miles north of Ascension Island,"The,,.,.",M,,"Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar",N,12:30,Unknown
4704,4704,1942.09.12,1942,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,16:30,"Tiger shark,  "
4705,4705,1942.09.11,1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Unknown,Southwestern Pacific Base,Adrift,M,,"FATAL, 2 of the 9 airmen killed by sharks",Y,16:30,Tiger shark & others
4706,4706,1942.08.08,1942,Sea Disaster,SOLOMON ISLANDS,Unknown,,Japanese..S.,M,,Lacerations to left arm,N,16:30,Unknown
4707,4707,1942.07.12,1942,Sea Disaster,ATLANTIC OCEAN,Unknown,,The&.,M,32,FATAL Arm bitten,Y,16:30,Unknown
4708,4708,1942.07.06,1942,Provoked,ITALY,Liguria,Savona,Sculling,M,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",N,16:30,Porbeagle shark
4709,4709,1942.06.11,1942,Sea Disaster,BAY OF BENGAL,Unknown,,A.&,M,,FATAL,Y,16:30,Unknown
4710,4710,1942.06.08,1942,Invalid,BRAZIL,Unknown,,Boating,M,,"Remains  recovered from 440-lb shark, but cause of death was probably drowning",Unknown,16:30,Shark involvement prior death unconfirmed
4711,4711,1942.06.04,1942,Unprovoked,USA,Midway Atoll,,"Plane,",M,,Survived,N,16:30,Unknown
4712,4712,1942.06.00,1942,Unprovoked,UNKNOWN,300 miles east of St. Thomas (Virgin Islands),,On.,M,,Forearm lacerated,N,16:30,Unknown
4713,4713,1942.05.09,1942,Unprovoked,AUSTRALIA,Queensland,"Great Barrier Reef, off Cairns",Diving,M,,"Hands, arms & knee lacerated",N,16:30,Unknown
4714,4714,1942.04.05,1942,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),300 nm from shore,H.M.S.&.M.S.Dorsetshire.&,Unknown,,Sharks were numerous & took corpses but made no attempts to harm the survivors.,Unknown,16:30,Invalid
4715,4715,1942.03.08,1942,Sea Disaster,CUBA,Guantanamo Province,30 nm southeast of Guantanamo Bay,Esso&,M,,"Of her crew of 50, eight perished, including the two injured men",Y,S:ip aban-doned at 03:10,Unknown
4716,4716,1942.03.04,1942,Invalid,AUSTRALIA,New South Wales,George’s River,Unknown,M,18,"Cause of death was drowning, shark bites were post mortem",Unknown,S:ip aban-doned at 03:10,Invalid
4717,4717,1942.01.18,1942,Boat,AUSTRALIA,New South Wales,Fairy Bower,Unknown,Unknown,,Paddle of surf ski bitten by shark,N,S:ip aban-doned at 03:10,Unknown
4718,4718,1942.01.04,1942,Unprovoked,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,F,28,"FATAL, bitten in two  ",Y,15:00,"Bull shark, "
4719,4719,1942.01.00,1942,Provoked,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surfing,M,,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,N,15:00,shark
4720,4720,1942.00.00,1942,Sea Disaster,INDONESIA,East Java,Surabaya,Captured'&,M,,"General Imamura, Commander in Chief of Japanese forces in Java was sentenced to 10 years imprisonment by Australian Military Court for his role in the ""Pig Basket Atrocities""",Y,15:00,Unknown
4721,4721,1942.00.00,1942,Boat,AUSTRALIA,Tasmania,Off Big Friar Island,Fishing,M,,"No injury to occupants, rudder damaged by shark",N,15:00,Unknown
4722,4722,1942.00.00,1942,Unprovoked,PHILIPPINES,Camiguin Island,2 kilometres off Sagay,"Boating,(normally),.",M,,FATAL,Y,15:00,Unknown
4723,4723,1942.00.00,1942,Boat,SOUTH AFRICA,Western Cape Province,Simon’s Bay,Unknown,Unknown,,"No injury to occupants, boat rammed by shark",N,15:00,Unknown
4724,4724,1942.00.00,1942,Boat,SOUTH AFRICA,Western Cape Province,Simon's Bay,Unknown,Unknown,,No injury,N,15:00,Said involve  shark
4725,4725,1942.00.00,1942,Unprovoked,BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,Swimming.E.L.,M,48,"Minor injury, ankle scratched by shark's teeth",N,19:30, shark
4726,4726,1942.00.00,1942,Sea Disaster,UNKNOWN,Unknown,,Jumped,M,,FATAL,Y,19:30,Unknown
4727,4727,1942.00.00,1942,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),,"Plane,.",M,,"Fingers badly lacerated, wounds became septic",N,19:30,Unknown
4728,4728,1942.00.00,1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Unknown,,Ditched&.,M,,"No injury to occupants, They fought off sharks & killed one with an automatic. Rescued 34 days later",N,19:30,"Said be “leopard sharks”,ore probably tiger sharks"
4729,4729,1942.00.00,1942,Boat,UNKNOWN,Unknown,,"Days,'.",M,,"No injury to occupants. Sharks continually followed the dinghy, and one smashed its rudder ",N,19:30,Unknown
4730,4730,1942.00.00,1942,Unprovoked,PANAMA,Panama City,Bella Vista Beach,Swimming,M,,"FATAL, body not recovered",Y,19:30,Unknown
4731,4731,1941.12.07,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Unknown,,Torpedoed&,Unknown,,"Only 170 survived, many of the crew were said to have been taken by sharks",Y,19:30,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks"
4732,4732,1941.12.03,1941,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,Swimming,M,10,Right ankle bitten,N,21:30,Unknown
4733,4733,1941.11.27,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS&,M,23,Right hand severed,N,21:30,Tiger shark
4734,4734,1941.11.27,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,,HMAS&,M,,Lacerations to chest,N,21:30,Tiger shark
4735,4735,1941.11.24,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",,British&,Unknown,,"418 perished, only 67 survived, some of the men were taken by sharks",Y,21:30,Unknown
4736,4736,1941.11.19,1941,Sea Disaster,AUSTRALIA,Western Australia,Shark Bay,German,M,,Leg bitten,N,21:30,Unknown
4737,4737,1941.09.25,1941,Unprovoked,CARIBBEAN SEA,Unknown,125 nm north of Aruba,SS,M,,Leg lacerated FATAL,Y,21:30,Unknown
4738,4738,1941.08.21,1941,Provoked,USA,New York,Montauk,Fishing,Unknown,,Laceration to left forearm from hooked shark PROVOKED INCIDENT,N,21:30,Unknown
4739,4739,1941.08.05,1941,Invalid,AUSTRALIA,New South Wales,Parramata River,Swimming,M,,Shark involvement prior to death unconfirmed,Unknown,21:30,Shark involvement prior death unconfirmed
4740,4740,1941.08.01,1941,Unprovoked,USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming,M,20,Chest lacerated,N,21:30,Unknown
4741,4741,1941.07.22,1941,Boat,USA,New Jersey,"Brielle, Monmouth County (Offshore)",Fishing,Unknown,,"No injury to occupants, shark leapt into boat & bit cabin door",N,12:00,Mako shark
4742,4742,1941.07.01,1941,Provoked,USA,Hawaii,"Nankuli, O'ahu",Fishing,M,,Arm bitten while removing shark from fishing line PROVOKED INCIDENT,N,12:00,lb shark
4743,4743,1941.06.15,1941,Provoked,USA,New York,15 miles south of Jones Inlet,Fishing',M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,N,14:00,shark
4744,4744,1941.06.00,1941,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,"Ditched,.",M,,"1 man survived & was rescued, sharks took the corpses of the two men that perished",Y,17:30,Unknown
4745,4745,1941.03.24,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Unknown,750 miles off the African coast,The,M,,Dr. A.R. Hernandez of ship Cabo Hornos treated passenger whose leg was severed by a shark,N,17:30,Unknown
4746,4746,1941.03.09,1941,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,53,Right hand bitten by boated shark PROVOKED INCIDENT,N,21:30,Mako shark (akbonishark) 
4747,4747,1941.02.13,1941,Provoked,AUSTRALIA,New South Wales,Wollongong,Fishing,M,34,Hand lacerated by hooked shark PROVOKED INCIDENT,N,21:30,Unknown
4748,4748,1941.02.01,1941,Provoked,JAMAICA,Trelawney Province,Bogue (near Falmouth),Seine,M,,"Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT",N,07:30,Unknown
4749,4749,1941.01.29,1941,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,Rescuing,M,19,Clothing torn by sharks,N,19:55,Unknown
4750,4750,1941.01.00,1941,Sea Disaster,ATLANTIC OCEAN,Unknown,,Adrift,M,,FATAL,Y,19:55,Unknown
4751,4751,1941.00.00,1941,Unprovoked,SOLOMON ISLANDS,New Georgia,Munda,Bathing,M,,Buttock bitten,N,19:55,Unknown
4752,4752,1941.00.00,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,FATAL,Y,Early morning,Unknown
4753,4753,1941.00.00,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Unknown,M,,FATAL,Y,Early morning,Unknown
4754,4754,1941.00.00,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Unknown,M,,"Survived, but suffered a “forequarter amputation”",N,Early morning,Unknown
4755,4755,1941.00.00,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Slipped,M,6,"FATAL, both arms bitten ",Y,Early morning,Unknown
4756,4756,1941.00.00,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,FATAL,Y,Early morning,Unknown
4757,4757,1941.00.00,1941,Unprovoked,PAPUA NEW GUINEA,Unknown,"Gaire Village, between Rigo & Port Moresby",Unknown,M,14,"Foot severely bitten, surgically amputated",N,Early morning,Unknown
4758,4758,1940.12.28,1940,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing,M,23,"FATAL, injuries to lower back ",Y,09:00,Unknown
4759,4759,1940.12.20,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,"FATAL, multiple injuries to legs & buttocks ",Y,10:00,Unknown
4760,4760,1940.12.19,1940,Unprovoked,AUSTRALIA,Queensland,Double Island Beach,Fishing,M,,Minor injury to leg,N,10:00,Unknown
4761,4761,1940.12.10,1940,Provoked,AUSTRALIA,Northern Territory,Darwin,Collecting,M,,Leg severely lacerated PROVOKED INCIDENT,N,10:00,Unknown
4762,4762,1940.09.00,1940,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,M,18,FATAL,Y,10:00,shark
4763,4763,1940.07.13,1940,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,M,,Ankle bitten,N,10:00,Unknown
4764,4764,1940.07.13,1940,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Standing,M,,Struck by shark immediately before it bit Tanner (see below),N,10:00,Unknown
4765,4765,1940.06.30,1940,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Fishing,M,,Thigh lacerated,N,10:00,shark
4766,4766,1940.03.31,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",Treading,M,25,"FATAL, right thigh & calf bitten ",Y,11:00,"White shark, species identity confirmed by oth pattern"
4767,4767,1940.03.20,1940,Unprovoked,AUSTRALIA,New South Wales,Gerringong,Free,M,,Minor injuries to foot,N,11:00,Wobbegong shark
4768,4768,1940.02.22,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,M,17,"FATAL, left thigh & knee bitten ",Y,16:30,"White shark, [lb], identity confirmed by oth pattern"
4769,4769,1940.02.20,1940,Boat,AUSTRALIA,New South Wales,Sydney Harbour,Canoeing,Unknown,,"No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water",N,15:30,Unknown
4770,4770,1940.02.04,1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Wading,M,55,"FATAL, injuries to both arms  ",Y,14:00,Unknown
4771,4771,1940.01.29,1940,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Diving,M,17,Shoulder nipped,N,14:00,small shark
4772,4772,1940.01.23,1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,M,13,"FATAL, left leg severed  ",Y,10:40,shark
4773,4773,1940.01.15,1940,Unprovoked,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,M,22,Chest lacerated,N,18:30,Unknown
4774,4774,1940.01.07,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",Swimming,M,18,"FATAL, leg & thigh bitten  ",Y,16:00,shark
4775,4775,1940.01.01,1940,Unprovoked,AUSTRALIA,Queensland,"Malagil, Barrier Reef",Diving,M,,Thigh  lacerated,N,16:00,Unknown
4776,4776,1940.00.00,1940,Boat,SLOVENIA,Adriatic Sea,Koper,Boating,Unknown,,"No inury to occupants, shark struck boat",N,16:00, White shark
4777,4777,1940.00.00,1940,Unprovoked,NEW GUINEA,Bwagaoia,"Bagalina, North coast Misima Island",Unknown,F,,FATAL,Y,16:00,Unknown
4778,4778,1940.00.00,1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,Kerema ,male,Unknown,,Hand bitten,N,16:00,Unknown
